student_id,gender,study_time_hours,attendance_percent,sleep_hours,parental_education,internet_access,extracurricular_activities,part_time_job,previous_grade,final_exam_score,final_grade,study_category,final_grade_num
550,Male,2.7,70,8.6,High School,Yes,No,No,68.1,85.2,B,Low (0-3 H),3
551,Male,2,87.5,6.1,unknown,Yes,No,No,74.1,75.4,C,Low (0-3 H),2
552,Female,4.6,89.7,6.5,unknown,Yes,Yes,No,84.9,100,A,Average (3-6 H),4
553,Male,3.9,95.9,4.8,Bachelors,Yes,Yes,Yes,60.6,78.9,C,Average (3-6 H),2
554,Female,2.7,86,6.3,High School,Yes,Yes,No,62.2,83.4,B,Low (0-3 H),3
555,Male,1.6,88.1,8,High School,No,No,No,66.3,63.4,D,Low (0-3 H),1
556,Female,4.8,81.1,6.2,Bachelors,Yes,Yes,No,44.7,80.7,B,Average (3-6 H),3
557,Female,4.5,87.7,7.6,unknown,Yes,Yes,No,71.7,80.8,B,Average (3-6 H),3
558,Female,3.4,81.6,6.6,High School,Yes,Yes,No,47.4,73.1,C,Average (3-6 H),2
559,Female,6.3,91.2,7.2,Masters,Yes,No,Yes,70.6,99.8,A,Good (6-9 H),4
560,Female,1.9,81.3,5.4,High School,Yes,Yes,Yes,80.4,73.5,C,Low (0-3 H),2
561,Female,1.2,88.8,6.9,unknown,Yes,Yes,No,64.3,68.2,D,Low (0-3 H),1
562,Male,2.5,84.7,3.2,Bachelors,No,No,No,90.1,83.9,B,Low (0-3 H),3
563,Male,3.4,96.3,6.6,Masters,No,No,No,52.5,75.3,C,Average (3-6 H),2
564,Male,3.9,84.5,4.8,High School,No,No,Yes,84.3,78.7,C,Average (3-6 H),2
565,Female,3.1,67.3,8.2,Bachelors,Yes,Yes,No,78.1,82.8,B,Average (3-6 H),3
566,Female,4,97.6,7.7,High School,Yes,Yes,No,49.4,100,A,Average (3-6 H),4
567,Female,1.6,75.9,7.4,High School,Yes,No,No,100,92.6,A,Low (0-3 H),4
568,Female,5.7,78.5,8.6,unknown,Yes,Yes,Yes,69.2,99.1,A,Average (3-6 H),4
569,Male,3.4,79,5.7,unknown,Yes,No,Yes,59.5,76.2,C,Average (3-6 H),2
570,Male,5.2,98.7,8.9,PhD,Yes,No,Yes,53.1,90.9,A,Average (3-6 H),4
571,Female,4,63.6,7.9,Bachelors,Yes,Yes,Yes,67.4,63.3,D,Average (3-6 H),1
572,Male,4.2,100,6.5,Masters,Yes,No,Yes,68.5,85,B,Average (3-6 H),3
573,Male,4.4,95.6,8.2,High School,Yes,No,Yes,71.2,88.7,B,Average (3-6 H),3
574,Female,4.2,87.2,5.5,High School,Yes,Yes,No,66.4,75.3,C,Average (3-6 H),2
575,Male,4.5,84.5,5.8,High School,Yes,Yes,No,77.6,84.9,B,Average (3-6 H),3
576,Female,5.5,87.9,6.1,Bachelors,Yes,Yes,No,65.3,81.1,B,Average (3-6 H),3
577,Male,3.8,90.2,6.2,Bachelors,Yes,Yes,Yes,46.8,75.6,C,Average (3-6 H),2
578,Female,4.6,91.5,5.5,High School,Yes,Yes,No,68.2,95.5,A,Average (3-6 H),4
579,Female,3.4,90.6,8.3,Bachelors,Yes,No,No,41.6,83.3,B,Average (3-6 H),3
580,Female,5.7,85.9,6.5,Masters,Yes,No,Yes,74.2,95.7,A,Average (3-6 H),4
581,Female,2.5,83,7.2,Bachelors,Yes,Yes,No,58.2,70.4,C,Low (0-3 H),2
582,Male,6.2,83.5,6.1,High School,Yes,Yes,Yes,72,82.7,B,Good (6-9 H),3
583,Female,3.4,83.1,4.6,High School,Yes,No,No,85.8,76.7,C,Average (3-6 H),2
584,Female,1.4,96.3,7.1,High School,Yes,Yes,No,58.6,68.4,D,Low (0-3 H),1
585,Female,3.7,90.9,4.5,High School,Yes,No,No,82.7,84.6,B,Average (3-6 H),3
586,Male,2.5,55.6,6.7,Bachelors,Yes,Yes,No,64.8,67.7,D,Low (0-3 H),1
587,Female,4.8,91.6,5.2,Bachelors,No,Yes,No,91,89.2,B,Average (3-6 H),3
588,Male,2.5,86.9,9.2,Masters,Yes,Yes,No,65.6,85,B,Low (0-3 H),3
589,Female,2.8,84.8,7.9,Bachelors,Yes,No,No,59.9,77.3,C,Low (0-3 H),2
590,Male,0.7,81.1,6.9,Masters,Yes,Yes,Yes,78.2,72.2,C,Low (0-3 H),2
591,Male,2.8,96.2,8.3,High School,Yes,No,Yes,64.8,89,B,Low (0-3 H),3
592,Female,0.5,94.5,5.8,Bachelors,Yes,Yes,No,59.9,63.2,D,Low (0-3 H),1
593,Male,1.1,77.3,7.5,Masters,Yes,Yes,No,64.3,73.2,C,Low (0-3 H),2
594,Female,4.6,89.1,7,High School,No,Yes,No,69.5,87,B,Average (3-6 H),3
595,Female,4.7,75.3,7.1,High School,Yes,No,Yes,86.1,88.5,B,Average (3-6 H),3
596,Female,4.1,71.2,8.3,PhD,Yes,No,No,46.8,80.4,B,Average (3-6 H),3
597,Male,2,78.7,7.7,High School,Yes,Yes,Yes,70.3,80.2,B,Low (0-3 H),3
598,Male,3.4,93.6,7.1,Masters,No,Yes,No,77.5,80.9,B,Average (3-6 H),3
599,Female,3.5,94.5,4.8,High School,Yes,Yes,No,72.3,86.4,B,Average (3-6 H),3
600,Female,1.8,90.1,5.6,Masters,Yes,Yes,No,85.7,86.3,B,Low (0-3 H),3
601,Male,5.8,92.3,6.7,High School,Yes,Yes,Yes,69.1,93.4,A,Average (3-6 H),4
602,Female,4.8,90.2,6.9,High School,Yes,No,No,67.8,95.1,A,Average (3-6 H),4
603,Female,3.2,78.6,5.4,Bachelors,Yes,No,No,77.1,83.9,B,Average (3-6 H),3
604,Female,3.5,89.3,9.7,High School,Yes,Yes,No,71.2,100,A,Average (3-6 H),4
605,Male,3.8,93,8.6,Bachelors,Yes,Yes,No,65.3,80.9,B,Average (3-6 H),3
606,Male,0.5,92.5,7.5,High School,Yes,No,No,76.2,76.4,C,Low (0-3 H),2
607,Male,3.1,96.9,6.9,High School,No,No,No,62.2,73.6,C,Average (3-6 H),2
608,Female,2.5,92.1,6.5,High School,Yes,Yes,No,62.7,84,B,Low (0-3 H),3
609,Female,2,88.5,5.7,High School,No,Yes,Yes,63.7,58.6,F,Low (0-3 H),0
610,Female,3.1,95.7,6.9,unknown,Yes,Yes,No,86.2,96.3,A,Average (3-6 H),4
611,Male,6.2,84.7,7.1,High School,Yes,Yes,No,31.3,78.8,C,Good (6-9 H),2
612,Female,4.5,76.2,5.3,Bachelors,Yes,Yes,Yes,74.7,79.8,C,Average (3-6 H),2
613,Female,2.6,83.4,7.2,High School,Yes,Yes,Yes,70.4,70,C,Low (0-3 H),2
614,Female,4.4,77.6,6.6,High School,Yes,No,No,49.8,75,C,Average (3-6 H),2
615,Female,5.6,78.2,4.5,unknown,Yes,Yes,Yes,73.7,95,A,Average (3-6 H),4
616,Male,4.9,83.6,5.8,High School,Yes,Yes,No,75.7,92.4,A,Average (3-6 H),4
617,Male,3.6,77.1,6.3,unknown,Yes,Yes,Yes,77.1,86.4,B,Average (3-6 H),3
618,Female,2.5,81.9,9.1,High School,Yes,No,No,38.2,79.1,C,Low (0-3 H),2
619,Male,4.5,66.1,7.5,Masters,Yes,No,No,86.4,91.5,A,Average (3-6 H),4
620,Male,4.1,87.1,5.2,Bachelors,Yes,Yes,No,61.1,80.3,B,Average (3-6 H),3
621,Female,4.8,85,7.4,PhD,Yes,Yes,No,78.2,98.3,A,Average (3-6 H),4
622,Female,4.5,76.8,4.9,Bachelors,No,No,No,78.9,79.3,C,Average (3-6 H),2
623,Male,5.1,91.6,8.1,Bachelors,Yes,Yes,No,59.5,89.5,B,Average (3-6 H),3
624,Female,2.7,94.4,6.2,High School,Yes,Yes,Yes,77.9,75.7,C,Low (0-3 H),2
625,Male,5.5,68.9,6.7,High School,Yes,Yes,Yes,65.4,89.6,B,Average (3-6 H),3
626,Female,3.8,77.4,8.4,unknown,Yes,Yes,Yes,45.1,71,C,Average (3-6 H),2
627,Male,6.6,77.3,5.3,High School,No,Yes,No,84,96.8,A,Good (6-9 H),4
628,Female,2.5,75.6,5.1,Bachelors,Yes,No,Yes,60.7,61.9,D,Low (0-3 H),1
629,Male,6.1,93.3,6.1,Masters,Yes,No,Yes,59.7,93.9,A,Good (6-9 H),4
630,Male,3.8,83.1,8,High School,Yes,Yes,No,65.2,81.3,B,Average (3-6 H),3
631,Male,2.5,82.4,5,unknown,Yes,No,No,73.3,77.6,C,Low (0-3 H),2
632,Female,2.8,65,3.4,Masters,No,Yes,No,69.3,71.4,C,Low (0-3 H),2
633,Male,3,91.4,6.3,Bachelors,Yes,Yes,Yes,76.6,89.4,B,Low (0-3 H),3
634,Male,4.1,72.6,7.5,PhD,Yes,No,Yes,53.9,74.3,C,Average (3-6 H),2
635,Female,4.3,85.6,8.2,High School,Yes,No,No,61.1,76,C,Average (3-6 H),2
636,Female,2.6,87.8,6.2,High School,Yes,Yes,Yes,68.6,96.3,A,Low (0-3 H),4
637,Male,3.5,98.6,6.3,Bachelors,Yes,Yes,No,92.8,100,A,Average (3-6 H),4
638,Male,6.7,71.9,8.2,High School,Yes,No,No,68.6,99.9,A,Good (6-9 H),4
639,Female,6.1,54.8,4.6,Masters,Yes,No,No,83,83.8,B,Good (6-9 H),3
640,Female,4.2,86.8,6.3,unknown,No,No,Yes,70.5,79.4,C,Average (3-6 H),2
641,Female,3.6,100,7,Bachelors,Yes,Yes,No,64.2,86,B,Average (3-6 H),3
642,Female,3.7,97.4,7.3,High School,Yes,Yes,No,67,97.9,A,Average (3-6 H),4
643,Female,4.4,87.1,6.2,unknown,Yes,Yes,No,68,90.5,A,Average (3-6 H),4
644,Male,2,80.1,6.8,Bachelors,No,Yes,No,77.2,70.4,C,Low (0-3 H),2
645,Female,3.1,93.1,3.8,Bachelors,Yes,No,Yes,86.5,82.9,B,Average (3-6 H),3
646,Male,1,75.3,6,Bachelors,Yes,Yes,Yes,74.3,75.5,C,Low (0-3 H),2
647,Male,4.1,89.8,7.3,unknown,Yes,Yes,No,84.2,100,A,Average (3-6 H),4
648,Male,4.5,90.1,5.6,Bachelors,Yes,No,No,58.4,94,A,Average (3-6 H),4
649,Female,2.8,95.6,6.9,Masters,Yes,Yes,No,65,88.9,B,Low (0-3 H),3
650,Male,5.9,100,7.3,Masters,Yes,Yes,No,61.3,97.3,A,Average (3-6 H),4
651,Male,1.7,88.9,6.4,High School,Yes,No,No,73.8,59.5,F,Low (0-3 H),0
652,Female,1.3,79.9,7,Bachelors,Yes,No,No,65.7,73.3,C,Low (0-3 H),2
653,Male,3.8,84.7,5.6,Masters,Yes,No,No,78.8,88,B,Average (3-6 H),3
654,Male,5.1,67.3,6.6,Bachelors,No,Yes,Yes,58.8,74.8,C,Average (3-6 H),2
655,Female,6,78.1,7.5,Masters,No,No,No,70.5,89.9,B,Average (3-6 H),3
656,Male,2.8,80.9,7,unknown,Yes,No,Yes,78.2,72.6,C,Low (0-3 H),2
657,Male,5.1,79.8,6.1,Bachelors,Yes,Yes,No,45.2,83.6,B,Average (3-6 H),3
658,Male,3.4,86.5,7.1,Masters,Yes,Yes,No,95.5,100,A,Average (3-6 H),4
659,Female,3.2,76.8,7.7,Masters,Yes,No,No,66.6,84.3,B,Average (3-6 H),3
660,Female,4.8,96.2,4.3,Masters,Yes,Yes,Yes,45.7,85.4,B,Average (3-6 H),3
661,Female,4.5,85,8.2,Bachelors,Yes,No,No,71.9,95.2,A,Average (3-6 H),4
662,Male,1.1,84.9,6.4,High School,Yes,Yes,Yes,70.4,69,D,Low (0-3 H),1
663,Male,5.7,81.7,7.3,Bachelors,Yes,Yes,No,69,94.2,A,Average (3-6 H),4
664,Female,5.6,86.6,8.2,Masters,Yes,Yes,Yes,81.9,99.7,A,Average (3-6 H),4
665,Male,2.6,93.3,5.2,Bachelors,Yes,No,No,79,85.8,B,Low (0-3 H),3
666,Male,4.1,76.3,5.9,Masters,Yes,Yes,No,73.6,91.7,A,Average (3-6 H),4
667,Female,4.2,78.4,6.5,Bachelors,Yes,Yes,No,75.4,92.2,A,Average (3-6 H),4
668,Female,3.9,82,5.9,Bachelors,Yes,No,No,68.7,96.3,A,Average (3-6 H),4
669,Male,2.7,71.5,8.9,High School,Yes,No,Yes,91.3,97.6,A,Low (0-3 H),4
670,Male,2.5,76.8,5.8,Masters,Yes,No,Yes,52.2,66.4,D,Low (0-3 H),1
671,Male,3.5,80.2,6.1,Bachelors,Yes,Yes,No,71.7,60.8,D,Average (3-6 H),1
672,Female,5.3,93.7,7,High School,No,Yes,No,70.8,99.8,A,Average (3-6 H),4
673,Female,4.3,87.6,5.4,High School,Yes,No,Yes,79.8,85.2,B,Average (3-6 H),3
674,Female,2.9,86.9,6.3,Masters,Yes,No,No,59.9,73.2,C,Low (0-3 H),2
675,Female,4.7,93.5,7.2,Bachelors,Yes,Yes,No,49.1,83.8,B,Average (3-6 H),3
676,Male,0.5,83.6,6.4,High School,No,Yes,Yes,71.9,61.3,D,Low (0-3 H),1
677,Female,5.2,88.9,6.7,unknown,No,No,Yes,73.4,90.6,A,Average (3-6 H),4
678,Female,0.9,84,6.2,Masters,Yes,Yes,Yes,87.9,67.7,D,Low (0-3 H),1
679,Female,3,87.7,5,unknown,No,No,No,54.8,63.6,D,Low (0-3 H),1
680,Female,1.8,79.2,7.2,Bachelors,Yes,Yes,No,83.9,84.1,B,Low (0-3 H),3
681,Female,1.6,60.6,8.9,Bachelors,Yes,Yes,No,98.4,86.2,B,Low (0-3 H),3
682,Male,5.2,83.7,6.8,PhD,Yes,No,No,65.5,93.9,A,Average (3-6 H),4
683,Male,2.8,99.2,7.1,Bachelors,Yes,Yes,Yes,54.5,73.9,C,Low (0-3 H),2
684,Female,4,94.3,7.6,Masters,No,Yes,No,65.1,79.3,C,Average (3-6 H),2
685,Male,3.4,94.7,5.3,High School,Yes,Yes,No,70.2,83.8,B,Average (3-6 H),3
686,Female,4.2,97.4,8.8,Bachelors,No,Yes,Yes,76.8,91.7,A,Average (3-6 H),4
687,Female,3.6,85.9,7,High School,Yes,No,No,62.9,91.7,A,Average (3-6 H),4
688,Male,1.6,87,8.8,High School,Yes,No,No,88.7,74.4,C,Low (0-3 H),2
689,Male,5,78.8,5.9,High School,Yes,No,No,56.6,81.5,B,Average (3-6 H),3
690,Female,2.8,81.8,9,High School,Yes,Yes,No,49.1,67.7,D,Low (0-3 H),1
691,Female,1.2,91.2,7.7,unknown,Yes,Yes,Yes,83.3,71,C,Low (0-3 H),2
692,Female,2.9,97,7.5,High School,Yes,Yes,Yes,42.7,79.9,C,Low (0-3 H),2
693,Male,5.8,83.6,7.1,Masters,No,No,No,67.6,92.2,A,Average (3-6 H),4
694,Female,4.8,80.5,6.5,Masters,Yes,No,Yes,100,100,A,Average (3-6 H),4
695,Female,3,85,8.2,Bachelors,Yes,No,No,69.9,89.6,B,Low (0-3 H),3
696,Female,3,91,7,High School,Yes,Yes,No,56.6,77.5,C,Low (0-3 H),2
697,Male,3,70.6,4.4,Masters,Yes,Yes,No,69.3,72.6,C,Low (0-3 H),2
698,Female,6.6,62,5.5,Bachelors,No,Yes,No,69.4,97.9,A,Good (6-9 H),4
699,Female,4.1,79.5,6.6,Masters,Yes,Yes,No,71.9,85.5,B,Average (3-6 H),3
700,Male,4.1,72.8,7.2,Masters,Yes,Yes,No,77.9,92.1,A,Average (3-6 H),4
701,Female,5,79.9,6.7,unknown,Yes,No,No,57.5,84.5,B,Average (3-6 H),3
702,Female,3.9,83.5,8.3,Bachelors,Yes,Yes,Yes,90.3,82.8,B,Average (3-6 H),3
703,Male,3.1,80.5,4.5,High School,Yes,Yes,Yes,72.9,65.4,D,Average (3-6 H),1
704,Female,3.2,99.5,7,Bachelors,Yes,Yes,No,78.7,89.6,B,Average (3-6 H),3
705,Male,3.4,88.3,4.6,High School,Yes,No,Yes,62.5,83.1,B,Average (3-6 H),3
706,Male,3.4,88,7.7,PhD,Yes,No,Yes,85.4,94.2,A,Average (3-6 H),4
707,Female,4.6,91.2,6.7,High School,Yes,No,Yes,66.9,92.9,A,Average (3-6 H),4
708,Female,3.6,73.6,7.3,High School,Yes,No,No,73.3,77.1,C,Average (3-6 H),2
709,Female,4.6,95.4,5.8,Masters,Yes,Yes,No,58.8,98.3,A,Average (3-6 H),4
710,Female,3.4,84.2,8.3,Bachelors,Yes,No,Yes,58,72.1,C,Average (3-6 H),2
711,Male,3.6,91.7,8.1,Bachelors,Yes,Yes,No,78.3,94.6,A,Average (3-6 H),4
712,Female,0.5,74.3,7.5,Bachelors,Yes,Yes,No,64.7,67.1,D,Low (0-3 H),1
713,Male,4.9,69.5,6.6,PhD,No,No,Yes,59.8,72.2,C,Average (3-6 H),2
714,Female,4,93.2,7.5,High School,Yes,No,No,62.3,95.6,A,Average (3-6 H),4
715,Female,5,88.8,6,PhD,Yes,Yes,No,78.4,91.9,A,Average (3-6 H),4
716,Female,0.5,76,7.8,High School,No,Yes,No,62.5,54.1,F,Low (0-3 H),0
717,Male,6.6,76.3,8.8,Masters,Yes,Yes,No,68.6,98.5,A,Good (6-9 H),4
718,Female,3.3,96.3,8.1,Masters,Yes,Yes,Yes,70.2,85,B,Average (3-6 H),3
719,Female,5.2,73.1,5.9,High School,Yes,Yes,No,47,99.1,A,Average (3-6 H),4
720,Female,1.9,100,7.2,Bachelors,Yes,Yes,Yes,52.3,78.2,C,Low (0-3 H),2
721,Female,4.4,76,5.2,High School,Yes,Yes,No,74,83.8,B,Average (3-6 H),3
722,Male,1.9,91.4,7.5,Masters,Yes,No,No,61.2,70.7,C,Low (0-3 H),2
723,Female,2.6,81.7,7.3,Bachelors,No,Yes,No,82.7,69.9,D,Low (0-3 H),1
724,Male,6.4,91,4.6,Bachelors,Yes,Yes,Yes,81.6,93.7,A,Good (6-9 H),4
725,Male,3.2,79.6,5.4,High School,Yes,Yes,No,78.6,84.9,B,Average (3-6 H),3
726,Male,3.8,83.4,6.5,High School,Yes,No,No,91.8,100,A,Average (3-6 H),4
727,Male,4.8,85.4,6.4,High School,Yes,Yes,No,69,97.5,A,Average (3-6 H),4
728,Male,4.2,75,5.3,High School,Yes,Yes,No,77.8,88,B,Average (3-6 H),3
729,Male,3.7,92.4,7.3,Bachelors,Yes,Yes,No,63,85,B,Average (3-6 H),3
730,Female,4,79.9,7.1,PhD,Yes,No,No,99.4,98.9,A,Average (3-6 H),4
731,Male,7.1,82.7,6.6,Masters,Yes,No,No,93.8,100,A,Good (6-9 H),4
732,Male,3.4,75.1,5.9,Bachelors,No,No,No,70.1,85,B,Average (3-6 H),3
733,Male,3.8,59.4,8.1,unknown,No,No,No,74.6,74.3,C,Average (3-6 H),2
734,Female,5.1,83.1,8.8,Masters,Yes,No,No,86.3,99.6,A,Average (3-6 H),4
735,Female,5.2,100,6.2,unknown,Yes,No,Yes,68.2,79.8,C,Average (3-6 H),2
736,Male,5.3,92.8,6.1,Bachelors,Yes,Yes,No,62.1,91.3,A,Average (3-6 H),4
737,Female,4.5,84.8,7.4,High School,No,Yes,No,80.5,95,A,Average (3-6 H),4
738,Male,1.8,82.4,6.4,High School,Yes,No,Yes,70.9,66.6,D,Low (0-3 H),1
739,Male,6,85.2,6.6,Masters,Yes,Yes,No,72.2,93.1,A,Average (3-6 H),4
740,Female,1.8,90.5,7.7,High School,Yes,Yes,No,60,81.8,B,Low (0-3 H),3
741,Male,4,73.2,4.5,High School,Yes,No,No,49.4,62.9,D,Average (3-6 H),1
742,Female,2.4,96.1,8.4,Bachelors,Yes,Yes,No,72.8,94,A,Low (0-3 H),4
743,Female,3.4,92.2,6.9,Bachelors,Yes,No,Yes,80.9,85,B,Average (3-6 H),3
744,Male,4,92.2,6.3,Bachelors,Yes,No,Yes,67.3,82.4,B,Average (3-6 H),3
745,Male,4,89.4,6.7,High School,Yes,Yes,No,87.2,89.5,B,Average (3-6 H),3
746,Female,4.1,85.2,6.8,Bachelors,Yes,No,Yes,61.6,83.3,B,Average (3-6 H),3
747,Male,5.9,91.7,4.7,Bachelors,Yes,Yes,Yes,57.3,100,A,Average (3-6 H),4
748,Male,4.2,90.9,8.6,unknown,No,Yes,No,69.2,92.4,A,Average (3-6 H),4
749,Male,3.1,81.5,6.8,Masters,Yes,Yes,No,69,77,C,Average (3-6 H),2
750,Female,4.9,79.3,7.3,unknown,No,No,No,79.2,95.1,A,Average (3-6 H),4
751,Female,5.3,86,7.9,Masters,Yes,No,No,60.7,88.8,B,Average (3-6 H),3
752,Male,1.7,100,5.6,Bachelors,Yes,Yes,Yes,86.4,93.2,A,Low (0-3 H),4
753,Female,4.4,72.6,7.4,High School,Yes,No,Yes,93.6,96.4,A,Average (3-6 H),4
754,Female,4.6,70.3,6.5,Masters,Yes,Yes,No,69.5,67.2,D,Average (3-6 H),1
755,Female,3.1,86.6,7.8,Bachelors,Yes,No,No,85,84.6,B,Average (3-6 H),3
756,Female,5.6,85.5,4.2,Bachelors,Yes,Yes,Yes,57.3,89.8,B,Average (3-6 H),3
757,Female,3.3,86.7,6.7,Bachelors,Yes,No,No,82.9,90.3,A,Average (3-6 H),4
758,Male,3.7,87.4,6.1,Bachelors,Yes,Yes,Yes,82.6,82.5,B,Average (3-6 H),3
759,Male,3.2,82.8,7.3,High School,Yes,Yes,No,80.4,84.5,B,Average (3-6 H),3
760,Male,3.5,99.9,7.4,Bachelors,No,Yes,Yes,69.8,72.1,C,Average (3-6 H),2
761,Female,1.9,69,6,High School,Yes,No,Yes,34.5,53.2,F,Low (0-3 H),0
762,Female,1.3,76.7,5.9,Masters,No,Yes,Yes,62.3,74,C,Low (0-3 H),2
763,Male,5.9,84,6.7,High School,Yes,No,No,62.5,96.8,A,Average (3-6 H),4
764,Female,2.2,68.6,5.7,High School,Yes,Yes,No,58.3,81.2,B,Low (0-3 H),3
765,Male,2,83.2,7.8,Bachelors,Yes,Yes,No,71.5,85.4,B,Low (0-3 H),3
766,Male,0.5,100,6.4,Masters,Yes,Yes,No,65,81.1,B,Low (0-3 H),3
767,Male,2.5,85.2,3.3,Bachelors,Yes,No,No,60.1,83.9,B,Low (0-3 H),3
768,Female,1.5,87.3,6.4,High School,Yes,Yes,Yes,57.3,71.2,C,Low (0-3 H),2
769,Female,6,72.4,5.6,Bachelors,Yes,No,No,61.4,85.5,B,Average (3-6 H),3
770,Male,5,78.8,4.8,High School,Yes,No,No,83.5,98.4,A,Average (3-6 H),4
771,Male,2.5,81.2,5.3,unknown,Yes,No,No,62.1,82.6,B,Low (0-3 H),3
772,Male,6.9,81.8,6.9,unknown,Yes,Yes,Yes,63.8,91.6,A,Good (6-9 H),4
773,Male,5,97.8,8.4,Bachelors,Yes,No,No,64.5,91.3,A,Average (3-6 H),4
774,Female,3,90.6,7.2,High School,Yes,No,Yes,74.1,84.3,B,Low (0-3 H),3
775,Female,0.5,73.9,6.1,Masters,Yes,Yes,No,75.5,74.6,C,Low (0-3 H),2
776,Male,6.9,87.5,7.3,High School,Yes,No,Yes,33.5,88.6,B,Good (6-9 H),3
777,Male,1.4,90,6.2,Bachelors,Yes,Yes,No,82.3,73.6,C,Low (0-3 H),2
778,Female,1,96.4,6,High School,Yes,Yes,No,87.2,95.8,A,Low (0-3 H),4
779,Female,5,100,5.4,unknown,Yes,Yes,No,57.4,87.1,B,Average (3-6 H),3
780,Male,7.2,74.8,4.7,High School,Yes,Yes,No,58.3,89.9,B,Good (6-9 H),3
781,Male,5.6,76.9,6.3,Bachelors,No,Yes,No,64.6,79.1,C,Average (3-6 H),2
782,Male,4.3,72.4,7,Masters,Yes,Yes,No,60.9,97.6,A,Average (3-6 H),4
783,Female,4.4,82.7,6.7,Bachelors,Yes,No,No,72.7,90.3,A,Average (3-6 H),4
784,Female,4.8,89.7,6.3,High School,Yes,Yes,No,46.6,78.1,C,Average (3-6 H),2
785,Female,4.6,94.9,5.7,unknown,Yes,Yes,No,56.6,92.6,A,Average (3-6 H),4
786,Male,3.9,84.2,7.5,Bachelors,Yes,Yes,Yes,88.5,97,A,Average (3-6 H),4
787,Male,3.7,81.8,5.2,Bachelors,Yes,No,No,58.9,77,C,Average (3-6 H),2
788,Female,3.4,86.5,7.7,High School,Yes,No,No,84.9,96.8,A,Average (3-6 H),4
789,Female,2.4,76.6,5.6,Bachelors,Yes,No,No,74.3,72.1,C,Low (0-3 H),2
790,Male,3.1,100,5.9,Bachelors,Yes,No,No,48.3,75.4,C,Average (3-6 H),2
791,Female,1,68.9,5,High School,Yes,Yes,No,77.6,57.6,F,Low (0-3 H),0
792,Female,3.4,86.8,6.2,High School,No,No,Yes,68.6,67.6,D,Average (3-6 H),1
793,Male,2,100,8,Masters,Yes,Yes,Yes,64.5,91.2,A,Low (0-3 H),4
794,Female,1.8,85.1,7.4,High School,Yes,Yes,Yes,72.9,86.8,B,Low (0-3 H),3
795,Male,3.8,83.1,8,High School,Yes,No,No,75.7,89.5,B,Average (3-6 H),3
796,Male,5.6,81.4,7.4,Bachelors,Yes,Yes,No,78.5,100,A,Average (3-6 H),4
797,Male,4.9,83.2,5.5,Masters,Yes,No,No,84.1,93.4,A,Average (3-6 H),4
798,Male,1.1,98.7,6.4,High School,Yes,No,No,74.9,78.7,C,Low (0-3 H),2
799,Male,2,62.9,5.9,Bachelors,Yes,Yes,Yes,53.5,60.8,D,Low (0-3 H),1
800,Male,4.9,100,8.4,High School,Yes,Yes,No,64.3,96.1,A,Average (3-6 H),4
801,Male,2,70.8,5.4,High School,Yes,Yes,No,100,83,B,Low (0-3 H),3
802,Female,3.2,82.3,7.9,High School,Yes,No,No,78.7,94,A,Average (3-6 H),4
803,Male,4.3,80.7,7.9,Masters,Yes,No,No,98.4,100,A,Average (3-6 H),4
804,Male,2,90.9,9,High School,Yes,Yes,No,86.7,94.6,A,Low (0-3 H),4
805,Female,3.7,69,6.3,High School,Yes,Yes,No,72.9,87.7,B,Average (3-6 H),3
806,Female,1.5,89.6,7.7,Bachelors,Yes,No,No,73.6,82.1,B,Low (0-3 H),3
807,Female,2.6,100,9.5,Masters,Yes,No,Yes,69.6,80.1,B,Low (0-3 H),3
808,Male,4,71.4,6.1,High School,No,Yes,Yes,49.1,57.8,F,Average (3-6 H),0
809,Female,1.1,86.9,5,Bachelors,Yes,Yes,No,70.2,74.3,C,Low (0-3 H),2
810,Male,4.2,78.4,4.5,High School,No,No,No,84.5,82.5,B,Average (3-6 H),3
811,Male,3.5,89.3,7.7,Bachelors,Yes,Yes,No,62.8,85.9,B,Average (3-6 H),3
812,Male,4.3,85.2,4.5,Bachelors,Yes,Yes,No,74.9,88.4,B,Average (3-6 H),3
813,Male,3.8,78.6,6.4,Bachelors,Yes,No,No,80.2,100,A,Average (3-6 H),4
814,Female,5.5,89.9,7.3,High School,No,No,Yes,59.1,75.6,C,Average (3-6 H),2
815,Female,3.7,100,7,High School,Yes,Yes,No,64.6,78,C,Average (3-6 H),2
816,Male,2.9,83.1,7.3,High School,Yes,Yes,No,57.8,80,B,Low (0-3 H),3
817,Male,3.7,92.2,7.1,Bachelors,Yes,Yes,Yes,60.1,80.2,B,Average (3-6 H),3
818,Male,4.3,72.1,8.3,High School,Yes,Yes,No,54.5,82.2,B,Average (3-6 H),3
819,Female,3.6,75.4,5.7,Masters,Yes,No,No,59.2,79.6,C,Average (3-6 H),2
820,Male,3.6,89.7,6,unknown,No,Yes,No,87,96.3,A,Average (3-6 H),4
821,Male,2.4,99.8,5.9,unknown,No,No,No,59,65.4,D,Low (0-3 H),1
822,Female,2.5,88.6,7.8,PhD,Yes,No,No,71.5,79.9,C,Low (0-3 H),2
823,Female,1.4,81.9,7.9,Bachelors,No,Yes,No,64,71.6,C,Low (0-3 H),2
824,Male,6.1,85,7.3,Masters,Yes,Yes,No,84.1,100,A,Good (6-9 H),4
